WE|ACTV|CROP 北方地区要抓住晴好天气完成秋收扫尾工作，做好粮食通风晾晒储藏工作，防止发芽霉变
WE 南方大部农区气温接近常年或略偏低，其中广西大部、广东北部、湖南南部、江西南部偏低1～2℃（图1）
WE 长江中下游、华北、黄淮等地出现3～7天高温天气
WE 东北地区北部和东部、内蒙古中东部、西南地区东部和南部、江西南部、湖南大部、华南北部等地降水量有25～100毫米，其中辽宁东部、四川盆地西部和南部、云南南部、广西西部、贵州西南部等地部分地区降水量有100～250毫米
WE 上述大部地区降水偏多5成至2倍（图2）
WE 云南、广西西部、贵州大部、四川南部等地降雨日数普遍达5～7天
WE 西北地区东部大部、东北地区西南部、华北西部、黄淮东部和北部等地降水量不足10毫米，较常年同期偏少5成以上
WE 全国大部地区日照时数接近常年同期，黄淮大部、陕西南部、辽宁东南部、海南等地日照时数偏多3～5成，甘肃中部、云南大部、贵州南部、广西西部和北部、广东北部、湖南南部等地偏少3～8成，其中云南部分地区偏少8成以上（图3）
CROP 图1平均气温距平二、作物生长发育状况本周，东北地区大部一季稻处于孕穗抽穗期
CROP 长江中下游大部处于拔节至孕穗期，部分进入抽穗期
CROP 西南地区大部处于孕穗至抽穗期，部分进入乳熟成熟阶段
CROP 全国一、二类苗比例分别为26%和73%
 一类苗比例较上周减少7%，二类苗增加7%
CROP 各主产省中，湖北和江西一类苗比例高于上年和近五年同期，吉林、江苏、湖南、福建、四川、贵州低于上年和近五年同期
CROP 东北地区、内蒙古、河北北部、山西大部、西北地区大部春玉米处于吐丝期
CROP 西南地区少部分处于乳熟成熟期,大部分已收获
CROP 全国一、二类苗比例分别为32%、67%
CROP 一类苗比例较上周增加1%，二类苗减少1%
 山西、辽宁和内蒙古一类苗比例高于上年和近五年同期，吉林、河北、甘肃和宁夏低于上年和近五年同期
CROP 西北地区、华北、黄淮夏玉米处于拔节抽雄至开花吐丝期
CROP 西南地区大部处于吐丝期，部分进入乳熟期
CROP 夏玉米一、二类苗的比例分别为29%、70%
 一类苗比例较上周增加4%，二类苗减少4%
CROP 黑龙江西北部、内蒙古中部、新疆北部、青海等地仍有少部分春小麦处于开花至乳熟阶段，全国产区大部春小麦已成熟收获
CROP 黄河流域、长江中下游地区棉花大部处于开花至开花盛期;新疆大部处于开花盛期，局地进入吐絮阶段
CROP 东北地区大豆大部处于开花结荚期
CROP 华北、黄淮、西北地区东部处于第三真叶至分枝开花期，新疆处于结荚期
CROP 西北地区东部、华北北部、内蒙古、东北地区马铃薯处于开花期，部分地区已收获
CROP 华北、黄淮、江南北部花生处于下针期，江南南部、华南处于成熟期
CROP 江南晚稻大部处于分蘖期
CROP 华南大部处于三叶至移栽返青期
CROP 全国一、二类苗的比例为16%、82%，一类苗与上周相比增加2%，二类苗减少4%
ENV 三、土壤墒情分析本周，全国主要农区20厘米土壤缺墒站点百分比较上周减少1.8%，较上年同期少0.7%（表1），缺墒地区主要位于辽宁中北部偏西地区、陕西中部、浙江西部、江西东部和贵州北部等地的部分地区（图4）
ENV 土壤过湿站点百分比较上周增加1.2%，较上年同期少2.6%，过湿区主要位于黑龙江东部和北部、北京、天津、河北东部、河南南部、湖南中东部、江西西南部、云南大部、广西西部和东南部、广东和海南西部等地的部分地区
ENV 全国其余大部地区墒情适宜,墒情适宜站点百分比较上周增加0.7%，较上年同期多3.3%
WE 6-7日，辽宁和吉林两省东部出现25～50毫米降水，部分地区降水量达50～250毫米，旱情得到有效缓解
WE 另外，台风“云雀”给上海、浙江东北部、江苏南部等地带来较强风雨天气，当地农渔业遭受一定损失
WE 西南、华南：云南大部、贵州南部、四川南部部分地区以及广西西部和北部、广东北部等地降水日数有3～6天且降雨强度较大，累计降水量普遍为50～100毫米、部分地区有100～250毫米，降水偏多5成至2倍，部分农田受涝
WE 五、主要农业气象灾害监测与影响评估暴雨、洪涝、大风、冰雹：8月2-4日内蒙古和黑龙江部分地区，7日辽宁东部、2-8日西南部分地区、5-8日西北和华北等地部分地区遭受强降雨袭击，局地还伴有雷暴、大风、冰雹等强对流天气，造成大豆、玉米、水稻、葵花、烤烟、葡萄、苹果等不同程度受灾
WE 台风：受今年第12号台风“云雀”登陆上海金山的影响，上海南部、浙江东北部出现大到暴雨，浙江嘉兴、杭州、绍兴、宁波出现大暴雨
WE 江苏南部沿海、上海、浙江北部沿海风力较大，部分地区农渔业受灾
WE 上述地区需防范局地强降水可能引发的农田洪涝灾害
ACTV 降水偏多地区及时清理沟渠、排涝散墒
ACTV 同时加强暴雨、洪涝和大风、冰雹等灾害性天气的防范工作
ACTV 此外，高温高湿天气易引发水稻、玉米等作物病虫害，各地要及时做好监测和防治工作
 需防范强降水引发的农田内涝和作物倒伏
WE 一、主要天气特点本周，全国大部农区气温接近常年同期或偏高1～4℃，其中山西大部、内蒙古中部、河北北部和南部、山东、河南、湖北、江苏以及甘陕两省南部等地偏高2～4℃
WE 仅黑龙江东部、海南大部气温偏低1～2℃
WE 长江中下游、黄淮西部以及陕西南部、山西西南部、重庆、四川东部、广西中北部、广东北部等地出现3～7天高温天气
WE 东北地区中南部、内蒙古中东部、西北地区东部部分地区、华北中北部、黄淮东部、江淮西部、江南东北部、华南南部、西南地区西部和南部等地降水量有25～100毫米，其中吉林南部、辽宁东南部、河北东部和南部、山东西部、安徽北部等地部分地区降水量有100～250毫米，广东南部、海南达100～400毫米
WE 上述大部地区降水偏多5成至4倍（图2）
WE 云南中西部、四川南部和西部、广东大部、海南等地降雨日数普遍达5～7天
WE 东北地区北部、华北南部、黄淮西部、江汉、湖南北部、江西大部、广西北部、贵州中东部等地降水量不足25毫米，较常年同期偏少3成以上
WE 图1平均气温距平全国大部地区日照时数接近常年同期，河南、陕西南部、山西南部、黑龙江西北部、湖北、四川东部、重庆、贵州、广西西部、福建北部和西南部等地日照时数偏多3～8成，内蒙古东南部、吉林东部、黑龙江东南部、河北东北部和西南部、云南西部、广东南部等地偏少3～8成，海南偏少8成以上（图3）
CROP 二、作物生长发育状况本周，东北地区大部一季稻处于抽穗期
CROP 长江中下游大部处于拔节孕穗至抽穗期，局地进入乳熟期
CROP 西南地区大部处于抽穗至乳熟期，部分进入成熟阶段
CROP 全国一、二类苗比例分别为30%和68%
CROP 一类苗比例较上周增加4%，二类苗减少5%
CROP 各主产省中，吉林、安徽、江苏、湖北、贵州、云南一类苗比例高于上年和近五年同期，黑龙江、湖南、浙江、福建低于上年和近五年同期
CROP 东北地区、内蒙古、河北北部、山西大部、西北地区大部春玉米处于吐丝期，部分地区进入乳熟期
CROP 西南地区大部已收获，少部分仍处于乳熟成熟期
CROP 全国一、二类苗比例分别为37%、63%
CROP 一类苗比例较上周增加5%，二类苗减少4%
 内蒙古、辽宁、河北、山西、山东一类苗比例高于上年和近五年同期，新疆、吉林、云南低于上年和近五年同期
CROP 西北地区、华北、黄淮夏玉米处于抽雄开花至吐丝期，黄淮局地进入乳熟期
CROP 西南地区大部处于吐丝期，部分处于乳熟期
CROP 夏玉米一、二类苗的比例分别为25%、75%
CROP 一类苗比例较上周减少4%，二类苗增加5%
CROP 内蒙古中部、新疆北部、青海等地仍有少部分春小麦处于开花至乳熟阶段，全国产区大部春小麦已成熟收获
CROP 黄河流域、长江中下游地区棉花大部处于开花至开花盛期，局地进入裂铃吐絮期
CROP 新疆大部处于开花盛期，局地进入吐絮期
CROP 东北地区大豆大部处于结荚期
CROP 华北、黄淮、西北地区东部处于开花结荚期，新疆处于结荚鼓粒期
CROP 西北地区东部、华北北部、内蒙古、东北地区马铃薯处于开花期，部分地区已收获
 华北、黄淮、江南北部花生处于下针期，江南南部、华南已收获
CROP 江南晚稻大部处于分蘖至拔节期
CROP 华南大部处于移栽返青至分蘖期
CROP 全国一、二类苗的比例为24%、76%，一类苗与上周相比增加8%，二类苗减少6%
ENV 三、土壤墒情分析本周，全国主要农区20厘米土壤缺墒站点百分比较上周减少0.6%，较上年同期少1.3%（表1），缺墒地区主要位于陕西中南部、浙江西北部、江西东部、贵州北部、重庆东部等地的部分地区（图4）
 土壤过湿站点百分比较上周增加2%，较上年同期增0.6%，过湿区主要位于黑龙江东部和北部、吉林东南部、辽宁东部、内蒙古东南部、北京、天津、河北东部、山东东北部、湖南南部、江西西南部、浙江东部、云南大部、广西西部和东南部、广东、海南等地的部分地区
ENV 全国其余大部地区墒情适宜,墒情适宜站点百分比较上周减少1.4%，较上年同期多0.8%
WE 四、各农区农业气象条件分析东北、内蒙古：内蒙古中东部、东北地区大部气温接近常年同期
WE 8月12日台风“摩羯”在浙江温岭登陆，给江南东部、江淮等地带来较强降雨
WE 海南及广东西南部等地部分地区降水有100～250毫米，降水偏多5成至2倍，部分农田受涝
WE 五、主要农业气象灾害监测与影响评估暴雨、洪涝、大风、冰雹：8月11-14日华北、东北南部及13-15日山东等地出现较强降雨过程，部分地区出现暴雨洪涝灾害，局地还伴有雷暴、大风冰雹等强对流天气，造成北京、天津，河北石家庄、唐山、邢台以及辽宁葫芦岛、营口、鞍山、大连等地部分地区玉米、棉花等农作物受灾
WE 台风：今年第14号台风“摩羯”于8月12日在浙江温岭沿海登陆，受其影响，浙江、上海、江苏、安徽、山东、上海等地出现暴雨，浙江杭州、绍兴、金华、台州、舟山群岛和上海浦东、江苏苏州、安徽宣城、山东潍坊等地出现大暴雨，浙江台州仙居县达189毫米，江苏徐州出现特大暴雨（254～326毫米），上述部分地区农渔业受灾
ACTV 南方地区要做好稻田水肥管理工作
WE 受台风“温比亚”影响，16-19日山东大部、河南东部、安徽中北部、江苏西部等地部分地区出现大暴雨、局地特大暴雨，农林渔业生产受损较重
